Microcontrollers & microprocessors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Part Number,General Description,Marketing Status,Package,Core,Operating Frequency (MHz),FPU,Co-Processor type,Co-Processor frequency (MHz) max,Flash Size (kB) (Prog),Dual-bank Flash,Data E2PROM (B) nom,RAM Size (kB),CCM RAM (I/D) (kByte) typ,ITCM/DTCM RAM (kB),Timers (16-bit) typ,Timers (32-bit) typ,Other timer functions,A/D Converters 12-bit,,A/D Converters 14-bit,,A/D Converters 16-bit,,D/A Converters (12-bit) typ,Comparator,Integrated op-amps,I/Os (High Current),SMPS,Display controller,Graphic accelerator,CAN (FD),CAN (2.0),I2C typ,SPI typ,I2S typ,USART typ,UART typ,Ethernet,Ethernet ports typ,I3C typ,Additional Interfaces,External Memory Interfaces,USB Type,Cryptography,Security Functions,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (@ Lowest Power) typ,Supply Current (µA) (Run Mode (per MHz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,Output Power (dBm) min,Output Power (dBm) max,RX current (mA) typ,RX sensitivity (dBm) typ,Standby Current (µA) typ,TX current (mA) (@ 0dBm) max,Output Power (dBm) (Step) typ,Buy On Line,Number of Cores nom,,,,,,
STM32F334K8,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 64 Kbytes of Flash memory, 72 MHz CPU, CCM, 12-bit ADC 5 MSPS, comparators, op-amp, hr timer",Active,"LQFP 32 7x7x1.4 mm, UFQFPN 32 5x5x0.55 mm",Arm Cortex-M4,72,-,-,-,-,64,No,-,16,-,-,7,1,"Dual Watchdog, HR timer, RTC, SysTick",2,"9, 10",-,-,-,-,3,2,1,"24, 25",-,-,-,-,-,1,1,1,-,2,-,-,-,-,-,-,No,-,-,-,2,3.6,1,420,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F334R6,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 32 Kbytes of Flash memory, 72 MHz CPU, CCM, 12-bit ADC 5 MSPS, comparators, op-amp, hr timer",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,72,-,-,-,-,32,No,-,16,-,-,7,1,"Dual Watchdog, HR timer, RTC, SysTick",2,21,-,-,-,-,3,3,1,51,-,-,-,-,-,1,1,1,-,3,-,-,-,-,-,-,No,-,-,-,2,3.6,1,420,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F334R8,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 64 Kbytes of Flash memory, 72 MHz CPU, CCM, 12-bit ADC 5 MSPS, comparators, op-amp, hr timer",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,72,-,-,-,-,64,No,-,16,-,-,7,1,"Dual Watchdog, HR timer, RTC, SysTick",2,21,-,-,-,-,3,3,1,51,-,-,-,-,-,1,1,1,-,3,-,-,-,-,-,-,No,-,-,-,2,3.6,1,420,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F358CC,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 256 Kbytes of Flash memory, 72 MHz CPU, MPU, CCM, 12-bit ADC 5Msps, PGA, comparators",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M4,72,-,-,-,-,256,No,-,48,-,-,9,1,"Dual Watchdog, RTC, SysTick",4,14,-,-,-,-,2,7,4,36,-,-,-,-,-,1,2,3,2,3,-,-,-,-,-,-,No,-,-,-,1.65,1.95,7.4,368,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F358RC,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 256 Kbytes of Flash memory, 72 MHz CPU, MPU, CCM, 12-bit ADC 5Msps, PGA, comparators",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,72,-,-,-,-,256,No,-,48,-,-,9,1,"Dual Watchdog, RTC, SysTick",4,21,-,-,-,-,2,7,4,51,-,-,-,-,-,1,2,3,2,3,2,-,-,-,-,-,No,-,-,-,1.65,1.95,7.4,368,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F358VC,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 256 Kbytes of Flash memory, 72 MHz CPU, MPU, CCM, 12-bit ADC 5Msps, PGA, comparators",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M4,72,-,-,-,-,256,No,-,48,-,-,9,1,"Dual Watchdog, RTC, SysTick",4,38,-,-,-,-,2,7,4,86,-,-,-,-,-,1,2,3,2,3,2,-,-,-,-,-,No,-,-,-,1.65,1.95,7.4,368,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F373C8,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 64 Kbytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC, comparators",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M4,72,-,-,-,-,64,No,-,16,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,9,-,-,3,8,3,2,-,37,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,USB Device,-,-,2,3.6,1.6,417,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F373CB,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 128 KBytes of Flash memory, 72MHz CPU, MPU, 16-bit ADC, comparators",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M4,72,-,-,-,-,128,No,-,24,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,9,-,-,3,8,3,2,-,37,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,USB Device,-,-,2,3.6,1.6,417,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F373CC,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 256 KBytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC comparators",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M4,72,-,-,-,-,256,No,-,32,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,9,-,-,3,8,3,2,-,37,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,USB Device,-,-,2,3.6,1.6,417,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F373R8,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 64 Kbytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC, comparators",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,72,-,-,-,-,64,No,-,16,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,3,8,3,2,-,52,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,USB Device,-,-,2,3.6,1.6,417,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F373RB,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 128 Kbytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC, comparators",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,72,-,-,-,-,128,No,-,24,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,3,8,3,2,-,52,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,USB Device,-,-,2,3.6,1.6,417,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F373RC,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 256 KBytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC comparators",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,72,-,-,-,-,256,No,-,32,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,3,8,3,2,-,52,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,USB Device,-,-,2,3.6,1.6,417,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F373V8,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 64 Kbytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC, comparators",Active,"LQFP 100 14x14x1.4 mm, UFBGA 100 7x7x0.6 P 0.5 mm",Arm Cortex-M4,72,-,-,-,-,64,No,-,16,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,3,21,3,2,-,84,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,USB Device,-,-,2,3.6,1.6,417,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F373VB,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 128 KBytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC comparators",Active,"LQFP 100 14x14x1.4 mm, UFBGA 100 7x7x0.6 P 0.5 mm",Arm Cortex-M4,72,-,-,-,-,128,No,-,24,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,3,21,3,2,-,84,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,USB Device,-,-,2,3.6,1.6,417,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F373VC,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 256 KBytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC comparators",Active,"LQFP 100 14x14x1.4 mm, UFBGA 100 7x7x0.6 P 0.5 mm",Arm Cortex-M4,72,-,-,-,-,256,No,-,32,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,3,21,3,2,-,84,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,USB Device,-,-,2,3.6,1.6,417,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F378CC,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 256 Kbytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC, comparators",Active,LQFP 48 7x7x1.4 mm,Arm Cortex-M4,72,-,-,-,-,256,No,-,32,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,9,-,-,3,7,3,2,-,36,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,-,-,-,1.65,1.95,5.9,430,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F378RC,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 256 Kbytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC, comparators",Active,"LQFP 64 10x10x1.4 mm, WLCSP 66 3.8x4.3x0.6 P 0.4 mm",Arm Cortex-M4,72,-,-,-,-,256,No,-,32,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,3,7,3,2,-,51,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,-,-,-,1.65,1.95,5.9,394,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F378VC,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 256 Kbytes of Flash memory, 72 MHz CPU, MPU, 16-bit ADC, comparators",Active,"LQFP 100 14x14x1.4 mm, UFBGA 100 7x7x0.6 P 0.5 mm",Arm Cortex-M4,72,-,-,-,-,256,No,-,32,-,-,12,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,3,20,3,2,-,83,-,-,-,-,-,1,2,3,3,3,-,-,-,-,-,-,No,-,-,-,1.65,1.95,5.9,430,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F398VE,"Mainstream Mixed signals MCUs Arm Cortex-M4 core with DSP and FPU, 512 Kbytes of Flash memory, 72 MHz CPU, MPU, CCM, 12-bit ADC 5Msps, PGA, comparators",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M4,72,-,-,-,-,512,No,-,80,16,-,10,1,"Dual Watchdog, RTC, SysTick",4,38,-,-,-,-,2,7,4,85,-,-,-,-,-,1,3,4,2,3,2,-,-,-,-,-,No,-,-,-,1.65,1.95,9.8,392,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F401CB,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 128 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,UFQFPN 48 7x7x0.55 mm,Arm Cortex-M4,84,Single-precision FPU,-,-,-,128,No,-,64,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,36,-,-,-,-,-,-,3,3,2,3,-,-,-,-,-,-,No,USB OTG FS,-,-,1.7,3.6,1.8,128,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F401CC,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 256 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,"UFQFPN 48 7x7x0.55 mm, WLCSP 49 3x3x0.33 P 0.4 mm, WLCSP 49 3x3x0.6 P 0.4 mm",Arm Cortex-M4,84,-,-,-,-,256,No,-,64,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,36,-,-,-,-,-,-,3,3,2,3,-,-,-,-,-,-,No,USB OTG FS,-,-,1.7,3.6,1.8,128,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F401CD,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 384 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,"UFQFPN 48 7x7x0.55 mm, WLCSP 49 3.1x3.1x0.6 P 0.4 mm",Arm Cortex-M4,84,-,-,-,-,384,No,-,96,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,36,-,-,-,-,-,-,3,3,2,3,-,-,-,-,-,-,No,USB OTG FS,-,-,1.7,3.6,1.8,137,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F401CE,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 512 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,"UFQFPN 48 7x7x0.55 mm, WLCSP 49 3.1x3.1x0.6 P 0.4 mm",Arm Cortex-M4,84,-,-,-,-,512,No,-,96,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,-,-,-,36,-,-,-,-,-,-,3,3,2,3,-,-,-,-,-,-,No,USB OTG FS,-,-,1.7,3.6,1.8,137,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F401RB,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 128 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,84,-,-,-,-,128,No,-,64,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,-,-,-,50,-,-,-,-,-,-,3,3,2,3,-,-,-,-,SD/MMC,-,No,USB OTG FS,-,-,1.7,3.6,1.8,128,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F401RC,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 256 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,84,Single-precision FPU,-,-,-,256,No,-,64,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,-,-,-,50,-,-,-,-,-,-,3,3,2,3,-,-,-,-,SD/MMC,-,No,USB OTG FS,-,-,1.7,3.6,1.8,128,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F401RD,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 384 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,84,Single-precision FPU,-,-,-,384,No,-,96,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,-,-,-,50,-,-,-,-,-,-,3,3,2,3,-,-,-,-,SD/MMC,-,No,USB OTG FS,-,-,1.7,3.6,1.8,137,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F401RE,"STM32 Dynamic Efficiency MCU, Arm Cortex-M4 core with DSP and FPU, up to 512 Kbytes of Flash memory, 84 MHz CPU, Art Accelerator",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,84,-,-,-,-,512,No,-,96,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,-,-,-,50,-,-,-,-,-,-,3,3,2,3,-,-,-,-,SD/MMC,-,No,USB OTG FS,-,-,1.7,3.6,1.8,137,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F401VB,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 128 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,"LQFP 100 14x14x1.4 mm, UFBGA 100 7x7x0.6 P 0.5 mm",Arm Cortex-M4,84,-,-,-,-,128,No,-,64,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,-,-,-,81,-,-,-,-,-,-,3,4,2,3,-,-,-,-,SD/MMC,-,No,USB OTG FS,-,-,1.7,3.6,1.8,128,-40,125,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F401VC,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 256 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,"LQFP 100 14x14x1.4 mm, UFBGA 100 7x7x0.6 P 0.5 mm",Arm Cortex-M4,84,-,-,-,-,256,No,-,64,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,-,-,-,81,-,-,-,-,-,-,3,4,2,3,-,-,-,-,SD/MMC,-,No,USB OTG FS,-,-,1.7,3.6,1.8,128,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F401VD,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 384 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,"LQFP 100 14x14x1.4 mm, UFBGA 100 7x7x0.6 P 0.5 mm",Arm Cortex-M4,84,Single-precision FPU,-,-,-,384,No,-,96,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,-,-,-,81,-,-,-,-,-,-,3,4,2,3,-,-,-,-,SD/MMC,-,No,USB OTG FS,-,-,1.7,3.6,1.8,137,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F401VE,"High-performance access line, Arm Cortex-M4 core with DSP and FPU, 512 Kbytes of Flash memory, 84 MHz CPU, ART Accelerator",Active,"LQFP 100 14x14x1.4 mm, UFBGA 100 7x7x0.6 P 0.5 mm",Arm Cortex-M4,84,-,-,-,-,512,No,-,96,-,-,6,2,"Dual Watchdog, RTC, SysTick",1,16,-,-,-,-,-,-,-,81,-,-,-,-,-,-,3,4,2,3,-,-,-,-,SD/MMC,-,No,USB OTG FS,-,-,1.7,3.6,1.8,137,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F405OE,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 512 Kbytes of Flash memory, 168 MHz CPU, ART Accelerator, FSMC",Active,WLCSP 90 4x4.3x0.6 P 0.4 mm,Arm Cortex-M4,168,Single-precision FPU,-,-,-,512,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,13,-,-,-,-,2,-,-,72,-,-,-,-,-,2,3,3,2,4,2,-,-,-,SD/MMC,FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.7,3.6,1.7,215,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F405OG,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 1 Mbyte of Flash memory, 168 MHz CPU, ART Accelerator, FSMC",Active,WLCSP 90 4x4.3x0.6 P 0.4 mm,Arm Cortex-M4,168,Single-precision FPU,-,-,-,1024,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,13,-,-,-,-,2,-,-,72,-,-,-,-,-,2,3,3,2,4,2,-,-,-,SD/MMC,FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.7,3.6,1.7,215,-40,85,-,-,-,-,-,-,-,No,-,-,-,-
STM32F405RG,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 1 Mbyte of Flash memory, 168 MHz CPU, ART Accelerator",Active,LQFP 64 10x10x1.4 mm,Arm Cortex-M4,168,Single-precision FPU,-,-,-,1024,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,16,-,-,-,-,2,-,-,51,-,-,-,-,-,2,3,3,2,4,2,-,-,-,SD/MMC,FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.8,3.6,1.7,215,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F405VG,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 1 Mbyte of Flash memory, 168 MHz CPU, ART Accelerator, FSMC",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M4,168,Single-precision FPU,-,-,-,1024,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,16,-,-,-,-,2,-,-,82,-,-,-,-,-,2,3,3,2,4,2,-,-,-,SD/MMC,FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.8,3.6,1.7,215,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F405ZG,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 1 Mbyte of Flash memory, 168 MHz CPU, ART Accelerator, FSMC",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M4,168,Single-precision FPU,-,-,-,1024,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,24,-,-,-,-,2,-,-,114,-,-,-,-,-,2,3,3,2,4,2,-,-,-,SD/MMC,FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.7,3.6,1.7,215,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F407IE,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 512 Kbytes of Flash memory, 168 MHz CPU, ART Accelerator, Ethenet, FSMC",Active,"LQFP 176 24x24x1.4 mm, UFBGA 176+25 10x10x0.6 P 0.65 mm",Arm Cortex-M4,168,Single-precision FPU,-,-,-,512,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,24,-,-,-,-,2,-,-,140,-,-,-,-,-,2,3,3,2,4,2,100Mbps (IEEE 1588),1,-,"Ethenet, SD/MMC",FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.7,3.6,1.7,215,-40,105,-,-,-,-,-,-,-,No,-,-,-,-
STM32F407IG,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 1 Mbyte of Flash memory, 168 MHz CPU, ART Accelerator, Ethenet, FSMC",Active,"LQFP 176 24x24x1.4 mm, UFBGA 176+25 10x10x0.6 P 0.65 mm",Arm Cortex-M4,168,Single-precision FPU,-,-,-,1024,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,24,-,-,-,-,2,-,-,140,-,-,-,-,-,2,3,3,2,4,2,100Mbps (IEEE 1588),1,-,"Ethenet, SD/MMC",FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.7,3.6,1.7,215,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F407VE,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 512 Kbytes of Flash memory, 168 MHz CPU, ART Accelerator, Ethenet, FSMC",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M4,168,Single-precision FPU,-,-,-,512,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,16,-,-,-,-,2,-,-,82,-,-,-,-,-,2,3,3,2,4,2,100Mbps (IEEE 1588),1,-,"Ethenet, SD/MMC",FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.8,3.6,1.7,215,-40,85,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F407VG,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 1 Mbyte of Flash memory, 168 MHz CPU, ART Accelerator, Ethenet, FSMC",Active,LQFP 100 14x14x1.4 mm,Arm Cortex-M4,168,Single-precision FPU,-,-,-,1024,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,16,-,-,-,-,2,-,-,82,-,-,-,-,-,2,3,3,2,4,2,100Mbps (IEEE 1588),1,-,"Ethenet, SD/MMC",FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.8,3.6,1.7,215,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F407ZE,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 512 Kbytes of Flash memory, 168 MHz CPU, ART Accelerator, Ethenet, FSMC",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M4,168,Single-precision FPU,-,-,-,512,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,24,-,-,-,-,2,-,-,114,-,-,-,-,-,2,3,3,2,4,2,100Mbps (IEEE 1588),1,-,"Ethenet, SD/MMC",FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.7,3.6,1.7,215,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F407ZG,"High-performance foundation line, Arm Cortex-M4 core with DSP and FPU, 1 Mbyte of Flash memory, 168 MHz CPU, ART Accelerator, Ethenet, FSMC",Active,LQFP 144 20x20x1.4 mm,Arm Cortex-M4,168,Single-precision FPU,-,-,-,1024,No,-,192,-,-,12,2,"Dual Watchdog, RTC, SysTick",3,24,-,-,-,-,2,-,-,114,-,-,-,-,-,2,3,3,2,4,2,100Mbps (IEEE 1588),1,-,"Ethenet, SD/MMC",FSMC,Yes,USB OTG FS + USB OTG FS/HS,TRNG,"Abnormal Situation Handling, Application Lifecycle, Secure Boot, Secure Install/Update, Silicon Device Lifecycle, Software IP Protection",1.8,3.6,1.7,215,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
STM32F410C8,"STM32 Dynamic Efficiency MCU with BAM, High-performance and DSP with FPU, Arm Cortex-M4 MCU with 64 Kbytes of Flash memory, 100 MHz CPU, Art Accelerator",Active,UFQFPN 48 7x7x0.55 mm,Arm Cortex-M4,100,-,-,-,-,64,No,-,32,-,-,4,1,"Dual Watchdog, RTC, SysTick",1,10,-,-,-,-,1,-,-,36,-,-,-,-,-,-,3,3,3,3,-,-,-,-,-,-,No,-,TRNG,-,1.7,3.6,2.6,89,-40,105,-,-,-,-,-,-,-,Yes,-,-,-,-
